Smiles,Adduct,CCS
O=C(N1C(C)Cc2c1cccc2)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,211.57
O=C(N1CCN(CC1)c1ccccc1)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,219.41
O=C(C(c1ccccc1)Sc1nnc(n1Cc1ccccc1)N1CCOCC1)N1CCOCC1,[M+H]+,213.21
O=C(N1CCC2C(C1)CCCC2)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,214.96
O=C(N1CCCC2C1CCCC2)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,216.61
Fc1ccc(cc1)N1CCN(CC1)C(=O)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,224.88
O=C(N1CCN(CC1)C(=O)c1ccco1)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,209.4
O=C(N1CCN(CC1)c1ccccn1)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,214.64
O=C(N1CCN(CC1)c1ncccn1)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,221.29
O=C(C(c1ccccc1)Sc1nnc(n1Cc1ccccc1)N1CCOCC1)N1CCCC1,[M+H]+,210.4
O=C(C(Sc1nnc(n1Cc1ccccc1)N1CCOCC1)C)NC1CCCc2c1cccc2,[M+H]+,222.74
O=C(NCc1ccco1)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,203.29
O=C(N(Cc1sccc1C)C)CSc1nnc(n1Cc1ccccc1)N1CCOCC1,[M+H]+,208.74
Cc1ccc(o1)CN(C(=O)CSc1nnc(n1Cc1ccccc1)N1CCOCC1)C,[M+H]+,207.77
CCN(c1cccc2c1cccc2)C(=O)CSc1nnc(n1Cc1ccccc1)CN1CCCCC1,[M+H]+,227.66
COc1ccccc1C(=O)CSc1nnc(n1Cc1ccccc1)c1cccnc1,[M+H]+,201.37
O=C(c1cccs1)CSc1nnc(n1Cc1ccccc1)c1cccnc1,[M+H]+,191.59
O=C(C(c1ccccc1)Sc1nnc(n1Cc1ccccc1)c1cccnc1)N1CCCCC1,[M+H]+,211.87
Cc1ccc(c(c1)C)CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1cccnc1)C,[M+H]+,213.8
O=C(NC(c1ccc2c(c1)OCCO2)C)CSc1nnc(n1Cc1ccccc1)c1cccnc1,[M+H]+,220.57
O=C(NC(c1ccco1)C)CSc1nnc(n1Cc1ccccc1)c1cccnc1,[M+H]+,205.75
O=C(NC(c1cccs1)C)CSc1nnc(n1Cc1ccccc1)c1cccnc1,[M+H]+,207.36
CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1cccnc1)Cc1ccsc1,[M+H]+,204.15
CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1cccnc1)Cc1sccc1C,[M+H]+,206.1
Cc1ccc(o1)CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1cccnc1)C,[M+H]+,205.88
O=C(N1CCc2c1cccc2)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,207.38
CC(C(=O)N1CCc2c1cccc2)Sc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,205.1
Fc1ccc(c(c1)C(=O)CSc1nnc(n1Cc1ccccc1)c1ccncc1)F,[M+H]+,203.89
O=C(N1CCOCC1)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,202.35
CC(C(=O)N1CCCC1)Sc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,199.82
O=C(N1CCN(CC1)c1ncccn1)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,219.68
O=C(NC1CCCc2c1cccc2)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,215.03
N#CC1(CCCCC1)NC(=O)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,208.11
CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1ccncc1)Cc1ccc2c(c1)OCCO2,[M+H]+,218.27
O=C(CSc1nnc(n1Cc1ccccc1)c1ccncc1)NCCc1ccccc1,[M+H]+,208.17
CC(C(=O)NCC1CCCO1)Sc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,210.18
O=C(N(C1CCCc2c1cccc2)C)CSc1nnc(n1Cc1ccccc1)c1ccncc1,[M+H]+,219.78
CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1ccncc1)Cc1cccs1,[M+H]+,207.24
CN(C(=O)CSc1nnc(n1Cc1ccccc1)c1ccncc1)Cc1ccsc1,[M+H]+,205.43
CC1CCCCN1C(=O)CSc1nnc(n1Cc1ccccc1)c1cccs1,[M+H]+,200.41
O=C(N1CCc2c(C1)cccc2)CSc1nnc(n1Cc1ccccc1)c1cccs1,[M+H]+,209.61
O=C(N1CCN(CC1)c1ccccc1)CSc1nnc(n1Cc1ccccc1)c1cccs1,[M+H]+,213.07
O=C(N1CCCC1)CSc1nnc(n1Cc1ccccc1)c1cccs1,[M+H]+,192.41
O=C(CSc1nnc(n1Cc1ccccc1)c1cccs1)NCC1CCCCC1,[M+H]+,212.19
O=C(CSc1nnc(n1Cc1ccccc1)c1cccs1)NCc1ccco1,[M+H]+,200.51
N#CC1(CCCC1)NC(=O)CSc1ccc(c(c1)C(F)(F)F)Cl,[M+H]+,175.72
COc1ccccc1c1nnc(n1C1CCCCC1)SC(C(=O)N1CCOCC1)c1ccccc1,[M+H]+,220.33
COc1cc(ccc1OC)c1nnc(n1C1CCCCC1)SCC(=O)NC(C(C)C)C,[M+H]+,218.27
O=C(C(Sc1nnc(n1C1CCCCC1)Cc1cccc2c1cccc2)C)NCc1ccco1,[M+H]+,210.5
O=C(C(c1ccccc1)Sc1nnc(n1C1CCCCC1)Cc1cccs1)N1CCOCC1,[M+H]+,218.98
O=C(CSc1nnc(n1C1CCCCC1)Cc1cccs1)NCC(F)(F)F,[M+H]+,191.71
O=C(N(C)C)CSc1nnc(n1C1CCCCC1)Cc1cccs1,[M+H]+,187.82
O=C(NC(c1ccco1)C)CSc1nnc(n1C1CCCCC1)Cc1cccs1,[M+H]+,209.0
CNC(=O)CSc1nnc(n1C1CCCCC1)Cc1cccs1,[M+H]+,181.88
O=C(CSc1nnc(n1C1CC1)c1c[nH]c2c1cccc2)NCC1CCCO1,[M+H]+,204.86
O=C(N1CCc2c1cccc2)CSc1nnc(n1C1CC1)c1ccccc1F,[M+H]+,193.41
CC1CCCC(N1C(=O)C(Sc1nnc(n1C1CC1)c1ccccc1F)C)C,[M+H]+,198.04
CC1CC(C)CN(C1)C(=O)CSc1nnc(n1C1CC1)c1ccccc1F,[M+H]+,194.9
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)c1ccccc1F)N1CCOCC1,[M+H]+,200.48
O=C(C(Sc1nnc(n1C1CC1)c1ccccc1F)C)N1CCCC1,[M+H]+,184.5
O=C(N1CCN(CC1)c1ncccn1)CSc1nnc(n1C1CC1)c1ccccc1F,[M+H]+,208.36
O=C1CCCCC1Sc1nnc(n1C1CC1)c1ccccc1F,[M+H]+,173.61
O=C(CSc1nnc(n1C1CC1)c1ccccc1F)NCc1ccco1,[M+H]+,189.45
CN(C(=O)CSc1nnc(n1C1CC1)c1ccccc1F)Cc1ccco1,[M+H]+,189.08
CC(C(=O)NCc1ccco1)Sc1nnc(n1C1CC1)c1ccccc1F,[M+H]+,192.69
O=C(CSc1nnc(n1C1CC1)c1ccccc1F)NCC1CCCO1,[M+H]+,192.76
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)c1ccccc1F)N(C)C,[M+H]+,187.37
CCN(C(=O)CSc1nnc(n1C1CC1)c1ccccc1F)Cc1cccs1,[M+H]+,196.82
Cc1ccc(o1)CN(C(=O)CSc1nnc(n1C1CC1)c1ccccc1F)C,[M+H]+,194.88
O=C(N(c1ccccc1)C)C(Sc1nnc(n1C1CC1)c1ccccc1F)C,[M+H]+,192.14
CC1CCN(CC1)c1nnc(n1C1CC1)SC(c1ccccc1)C(=O)N,[M+H]+,189.5
O=C(N1CCOCC1)CSc1n[nH]c(=C2C=Nc3c2cccc3)n1C1CC1,[M+H]+,195.41
CCc1ccc(cc1)C(=O)CSc1nnc(n1C1CC1)N1CCOCC1,[M+H]+,196.77
O=C(N1CCc2c1cccc2)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,193.71
O=C(N1CCc2c(C1)cccc2)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,197.1
O=C(N1CCN(CC1)c1ccccc1)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,202.81
CC(C(=O)N1CCN(CC1)c1ccccc1)Sc1nnc(n1C1CC1)c1cccnc1,[M+H]+,204.68
Cc1ccc(s1)C(=O)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,183.58
O=C(C(Sc1nnc(n1C1CC1)c1cccnc1)C)N1CCOCC1,[M+H]+,188.12
O=C(N1CCCC1c1ccc2c(c1)OCCO2)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,212.01
O=C(N1CCSC1c1ccccc1F)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,204.42
COc1ccccc1N1CCN(CC1)C(=O)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,205.15
O=C(N1CCN(CC1)c1ncccn1)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,207.04
O=C(N1CCN(CC1)C(=O)c1cccs1)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,196.16
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)c1cccnc1)N1CCCC1,[M+H]+,194.8
O=C(CSc1nnc(n1C1CC1)c1cccnc1)NCC1COc2c(O1)cccc2,[M+H]+,197.31
CCN(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)Cc1ccc2c(c1)OCCO2,[M+H]+,210.01
CC(N(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)C(C)C)C,[M+H]+,190.43
CN(C(=O)C(c1ccccc1)Sc1nnc(n1C1CC1)c1cccnc1)C,[M+H]+,186.18
O=C(NC(c1ccc2c(c1)OCCO2)C)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,208.55
O=C(N(Cc1sccc1C)C)CSc1nnc(n1C1CC1)c1cccnc1,[M+H]+,195.16
CCCN(C(=O)CSc1nnc(n1C1CC1)c1cccnc1)Cc1nnc(o1)c1cccs1,[M+H]+,208.97
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)c1ccncc1)N1CCCCC1,[M+H]+,210.6
O=C(C(Sc1nnc(n1C1CC1)c1ccncc1)C)Nc1ccc2c(c1)CCC2,[M+H]+,199.73
CN(C(=O)C(c1ccccc1)Sc1nnc(n1C1CC1)c1ccncc1)C,[M+H]+,199.13
Fc1cccc(c1)CN(C(=O)C(Sc1nnc(n1C1CC1)c1ccncc1)C)C,[M+H]+,193.62
O=C(N(Cc1sccc1C)C)CSc1nnc(n1C1CC1)c1ccncc1,[M+H]+,202.9
O=C(N(c1ccccc1)C)CSc1nnc(n1C1CC1)N1CCCC1,[M+H]+,187.13
CC(C(=O)N)Sc1nnc(n1C1CC1)N1CCCC1,[M+H]+,163.2
CC1OC(C)CN(C1)C(=O)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,191.05
COc1cc2CN(CCc2cc1OC)C(=O)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,210.37
O=C(N1CCOCC1)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,182.39
O=C(N1CCSC1c1ccccc1F)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,201.16
CC(C(=O)N1CCN(CC1)C(=O)c1ccco1)Sc1nnc(n1C1CC1)c1cccs1,[M+H]+,195.99
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)c1cccs1)N1CCCC1,[M+H]+,194.59
CCCC(c1ccccc1)NC(=O)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,204.6
CN(C(=O)CSc1nnc(n1C1CC1)c1cccs1)CC1COc2c(O1)cccc2,[M+H]+,189.07
COCCNC(=O)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,179.97
O=C(CSc1nnc(n1C1CC1)c1cccs1)NCc1ccco1,[M+H]+,185.94
CC(C(=O)NCc1ccco1)Sc1nnc(n1C1CC1)c1cccs1,[M+H]+,190.62
O=C(C(Sc1nnc(n1C1CC1)c1cccs1)C)NCC1CCCO1,[M+H]+,192.19
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)c1cccs1)N(C)C,[M+H]+,188.44
COc1cc(OC)c(cc1CNC(=O)CSc1nnc(n1C1CC1)c1cccs1)OC,[M+H]+,199.46
CN(C(=O)CSc1nnc(n1C1CC1)c1cccs1)Cc1ccccc1F,[M+H]+,193.25
CN(C(=O)CSc1nnc(n1C1CC1)c1cccs1)Cc1ccccc1C,[M+H]+,195.16
O=C(N(Cc1ccc(o1)C)C)CSc1nnc(n1C1CC1)c1cccs1,[M+H]+,191.56
CC1OC(C)CN(C1)C(=O)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,198.71
O=C(N1CCOCC1)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,186.11
O=C(N1CCCC1c1cccs1)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,201.98
O=C(N1CCN(CC1)C(=O)c1cccs1)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,198.71
NC(=O)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,165.39
N#CCSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,162.24
O=C1CCCCC1Sc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,177.73
O=C(NC(C(=O)C)Cc1ccccc1)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,203.3
O=C(N(C(c1ccccc1)c1ccccc1)C)CSc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,215.16
O=C(CSc1nnc(n1C1CC1)Cc1cccs1)NCc1ccco1,[M+H]+,190.09
CC(C(=O)NCc1ccco1)Sc1nnc(n1C1CC1)Cc1cccs1,[M+H]+,193.33
O=C(C(c1ccccc1)Sc1nnc(n1C1CC1)Cc1cccs1)N(C)C,[M+H]+,192.72
O=C(CSc1nnc(n1C1CC1)Cc1cccs1)NCC(=O)N(C)C,[M+H]+,189.4
CCOc1ccc(cc1S(=O)(=O)N1CCOCC1)NC(C(=O)N1CCCCC1)c1ccccc1,[M+H]+,221.25
CCOc1ccc(cc1S(=O)(=O)N1CCOCC1)NC(C(=O)N1CCCC1)c1ccccc1,[M+H]+,217.6
CCOc1ccc(cc1S(=O)(=O)N1CCCCC1)NC(C(=O)Nc1ccc(cc1)F)C,[M+H]+,195.78
COc1ccccc1c1nnc(n1CC)SC(C(=O)N1CCOCC1)c1ccccc1,[M+H]+,205.27
COc1ccccc1c1nnc(n1CC)SC(C(=O)NC(c1ccc(cc1)F)C)C,[M+H]+,194.52
CCn1c(SCC(=O)NC(c2cccs2)c2ccc(cc2)F)nnc1c1ccoc1C,[M+H]+,201.55
CCn1c(SCC(=O)NC(c2cccs2)c2ccccc2)nnc1c1ccoc1C,[M+H]+,197.14
CCn1c(nnc1c1ccoc1C)SC(C(=O)Nc1ccccc1)C,[M+H]+,181.45
CCn1c(SCC(=O)NCC=C)nnc1c1ccc(cc1)OC,[M+H]+,182.95
CCn1c(nnc1c1ccco1)SC(C(=O)N1CCCCC1)c1ccccc1,[M+H]+,191.59
CCn1c(nnc1c1ccco1)SC(C(=O)N1CCCC1)c1ccccc1,[M+H]+,188.54
C=CCNC(=O)CSc1nnc(n1CC)c1ccco1,[M+H]+,167.35
CCn1c(nnc1c1ccco1)SC(C(=O)NCc1cccs1)C,[M+H]+,187.1
CCn1c(SCC(=O)NC(c2cccs2)c2ccccc2)nnc1c1ccco1,[M+H]+,206.9
CCn1c(SCC(=O)N(Cc2ccc(o2)C)C)nnc1c1ccco1,[M+H]+,188.24
CCn1c(nnc1c1ccco1)SC(C(=O)N)C,[M+H]+,157.3
CCn1c(nnc1N1CCOCC1)SC(C(=O)N)C,[M+H]+,165.7
CCn1c(nnc1c1cccs1)SC(C(=O)N1CCCCC1)c1ccccc1,[M+H]+,198.2
C=CCNC(=O)CSc1nnc(n1CC)c1cccs1,[M+H]+,171.04
COc1ccc(cc1)c1nnc(n1C(C)C)SC(C(=O)N1CCOCC1)c1ccccc1,[M+H]+,213.3
COc1ccc(cc1)c1nnc(n1C(C)C)SCC(=O)N1CCCC1,[M+H]+,189.47
COc1ccc(cc1)c1nnc(n1C(C)C)SC(C#N)C,[M+H]+,172.04
CCCNC(=O)C(NC(=O)c1sc(nc1C)c1cccs1)C,[M+H]+,186.83
O=C(C(c1ccccc1)Sc1nnc(n1C)c1ccccc1C)N1CCCCC1,[M+H]+,198.07
O=C(C(c1ccccc1)Sc1nnc(n1C)c1ccccc1C)N1CCCC1,[M+H]+,196.48
Cc1cccc(c1)c1nnc(n1C)SCC(=O)N1CCC(=N1)c1ccccc1,[M+H]+,203.29
Cc1cccc(c1)c1nnc(n1C)SCC(=O)N1CCN(CC1)c1ncccn1,[M+H]+,207.25
CCC(NC(=O)CSc1nnc(n1C)c1cccc(c1)C)C,[M+H]+,181.73
O=C(N1CCCC1c1cccs1)CSc1nnc(n1C)N1CCOCC1,[M+H]+,195.38
O=C(C(c1ccccc1)Sc1nnc(n1C)c1cccnc1)N1CCCCC1,[M+H]+,193.72
O=C(C(c1ccccc1)Sc1nnc(n1C)c1ccncc1)N1CCOCC1,[M+H]+,203.17
O=C(N1CCN(CC1)c1ncccn1)CSc1nnc(n1C)c1ccncc1,[M+H]+,198.91
O=C(c1cc(C)c(cc1C)C)CSc1nnc(n1C)c1cccs1,[M+H]+,189.76
O=C(N1CCN(CC1)c1ncccn1)CSc1nnc(n1C)Cc1cccs1,[M+H]+,202.95
CCCNC(=O)CSc1nnc(n1C)C(F)(F)F,[M+H]+,159.07
CCCc1ccc(cc1)Oc1coc2c(c1=O)ccc(c2)OCC(=O)NCC1CCCO1,[M+H]+,219.66
N#CCSc1nc2ccccc2c(=O)n1c1cccnc1,[M+H]+,173.08
N#CC(Sc1nc2ccccc2c(=O)n1c1cccnc1)C,[M+H]+,173.53
CC(NC(=O)CSc1nnc(n1c1ccccc1)c1cccnc1)CCc1ccccc1,[M+H]+,209.44
O=C(N1CCN(CC1)c1ccccc1)CSc1nnc(n1c1ccccc1)CN1CCCC1,[M+H]+,215.95
O=C(N1CCN(CC1)c1ccccc1)CSc1nnc(n1c1ccccc1)c1cccs1,[M+H]+,207.84
O=C(N1CCCC1)CSc1nnc(n1c1ccccc1)c1cccs1,[M+H]+,187.81
O=C(NC(c1ccccc1)C)CSc1nnc(n1c1ccccc1)c1cccs1,[M+H]+,205.66
c1ccc(cc1)n1c(nnc1c1cccs1)Sc1cnccn1,[M+H]+,173.17
NC(=O)CSc1nnc(n1c1ccccc1)Cc1cccs1,[M+H]+,173.38
N#CCSc1nnc(n1c1ccccc1)Cc1cccs1,[M+H]+,170.83
COCCn1c(nnc1SC(C(=O)NC(=O)N)C(C)C)COc1ccccc1c1ccccc1,[M+H]+,211.76
COCCn1c(COc2ccccc2c2ccccc2)nnc1Sc1ncccc1C#N,[M+H]+,200.38
N#CC(Sc1nnc(n1c1ccccc1OC)COc1ccccc1c1ccccc1)C,[M+H]+,202.0
C=CCn1c(nnc1SCC(=O)N1CC(C)OC(C1)C)COc1ccccc1c1ccccc1,[M+H]+,218.64
C=CCn1c(nnc1SC(C(=O)N1CC(C)CC(C1)C)C)COc1ccccc1c1ccccc1,[M+H]+,219.45
O=C(C(c1ccccc1)Sc1nnc(o1)c1c[nH]c2c1cccc2)N1CCCC1,[M+H]+,200.82
CCC(NC(=O)CSc1nnc(o1)c1c[nH]c2c1cccc2)CC,[M+H]+,188.4
O=C(N1CCC(=N1)c1ccccc1)CSc1nnc(o1)C1COc2c(O1)cccc2,[M+H]+,206.32
O=C(N1CCN(CC1)c1ccccn1)CSc1nnc(o1)C1COc2c(O1)cccc2,[M+H]+,187.54
O=C(C(c1ccccc1)Sc1nnc(o1)C1COc2c(O1)cccc2)N1CCCCC1,[M+H]+,201.2
C=CCn1c(SCC(=O)NCCCN(c2ccccc2)C)nnc1C1COc2c(O1)cccc2,[M+H]+,207.27
C=CCn1c(nnc1C1COc2c(O1)cccc2)SC(C(=O)N)C,[M+H]+,180.29
O=C(N1CCN(CC1)C(=O)c1cccs1)CSc1nnc(n1C)C1COc2c(O1)cccc2,[M+H]+,204.11
CC1CCCCN1C(=O)CSc1nnc(n1c1ccccc1)C1COc2c(O1)cccc2,[M+H]+,209.94
O=C(N1CCN(CC1)C(=O)c1ccco1)CSc1nnc(n1c1ccccc1)C1COc2c(O1)cccc2,[M+H]+,214.56
COc1cc(OC)ccc1c1nnc(o1)SC(C(=O)N1CCCCC1)c1ccccc1,[M+H]+,209.85
CCN(c1cccc2c1cccc2)C(=O)CSc1nnc([nH]1)c1cc(Cl)ccc1Cl,[M+H]+,208.68
CN(C(=O)CSc1nnc(n1c1ccccc1)COc1c(C)cccc1C)Cc1ccco1,[M+H]+,213.42
CN(C(=O)C(c1ccccc1)Sc1nnc(n1c1ccccc1)COc1c(C)cccc1C)C,[M+H]+,210.83
CN(C(=O)CSc1nnc(n1c1ccccc1)COc1c(C)cccc1C)Cc1cccs1,[M+H]+,217.05
Brc1ccccc1c1nnc(o1)CN1C(=O)c2c(S1(=O)=O)cccc2,[M+H]+,184.0
O=C1N(Cc2nnc(o2)c2ccccc2Br)C(=O)C2C1CC=CC2,[M+H]+,179.1
O=C(c1cc(n(c1C)C1CC1)C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,196.09
Brc1ccccc1c1nnc(o1)SCC(=O)c1c[nH]c2c1cccc2,[M+H]+,189.48
O=C(c1cc(C)c(cc1C)C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,195.6
Cc1ccc(c(c1)C)C(=O)CSc1nnc(o1)c1ccccc1Br,[M+H]+,187.6
Fc1ccc(c(c1)C(=O)CSc1nnc(o1)c1ccccc1Br)F,[M+H]+,181.18
Cc1ccc(c(c1)C(=O)CSc1nnc(o1)c1ccccc1Br)C,[M+H]+,188.7
COc1ccccc1C(=O)CSc1nnc(o1)c1ccccc1Br,[M+H]+,184.42
O=C(N1CCc2c(C1)cccc2)CSc1nnc(o1)c1ccccc1Br,[M+H]+,194.48
CC(C(=O)c1ccc(c(c1)C)C)Sc1nnc(o1)c1ccccc1Br,[M+H]+,193.89
O=C(N1CCC(=N1)c1ccccc1)CSc1nnc(o1)c1ccccc1Br,[M+H]+,200.77
CCc1ccc(cc1)C(=O)CSc1nnc(o1)c1ccccc1Br,[M+H]+,189.25
O=C(c1ccc2c(c1)CCCC2)CSc1nnc(o1)c1ccccc1Br,[M+H]+,198.17
CC(C(=O)c1ccccc1)Sc1nnc(o1)c1ccccc1Br,[M+H]+,181.12
O=C(C(c1ccccc1)Sc1nnc(o1)c1ccccc1Br)N1CCCCC1,[M+H]+,196.1
CC(C(C(=O)N)Sc1nnc(o1)c1ccccc1Br)C,[M+H]+,171.0
O=C(NC(c1ccccc1)C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,194.94
O=C(CSc1nnc(o1)c1ccccc1Br)NCC(F)(F)F,[M+H]+,167.52
O=C(Nc1ccccc1F)CSc1nnc(o1)c1ccccc1Br,[M+H]+,181.61
O=C(NC1CCCCC1C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,193.71
O=C(Nc1ccc2c(c1)OCCCO2)CSc1nnc(o1)c1ccccc1Br,[M+H]+,201.62
O=C(NC1(C)CCS(=O)(=O)C1)CSc1nnc(o1)c1ccccc1Br,[M+H]+,190.67
O=C(Nc1cccc(c1)C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,190.16
CC(NC(=O)C(Sc1nnc(o1)c1ccccc1Br)C)CCc1ccccc1,[M+H]+,201.91
O=C(Nc1noc(c1)C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,184.24
O=C(CSc1nnc(o1)c1ccccc1Br)NCC1CCCCC1,[M+H]+,195.11
O=C(C(Sc1nnc(o1)c1ccccc1Br)C)NCC1CCCCC1,[M+H]+,196.39
CCN(C(=O)C(c1ccccc1)Sc1nnc(o1)c1ccccc1Br)CC,[M+H]+,195.71
O=C(NCc1ccc(cc1Cl)Cl)CSc1nnc(o1)c1ccccc1Br,[M+H]+,201.09
O=C(NCc1ccc(cc1)Cl)CSc1nnc(o1)c1ccccc1Br,[M+H]+,197.55
COc1ccc(cc1)CNC(=O)CSc1nnc(o1)c1ccccc1Br,[M+H]+,198.89
O=C(NC(c1ccc2c(c1)OCCO2)C)CSc1nnc(o1)c1ccccc1Br,[M+H]+,207.75
O=C(CSc1nnc(o1)c1ccccc1Br)NCC(=O)Nc1ccc(cc1)F,[M+H]+,196.75
O=C(N(C1CC1)Cc1ccccc1F)CSc1nnc(o1)c1ccccc1Br,[M+H]+,197.23
CC(N(c1ccccc1)C(=O)CSc1nnc(o1)c1ccccc1Br)C,[M+H]+,194.97
O=C(c1cc(n(c1C)C)C)CSc1nnc([nH]1)c1ccccc1Br,[M+H]+,188.28
O=C(N1CCc2c1cccc2)CSc1nnc([nH]1)c1ccccc1Br,[M+H]+,187.72
COc1ccc(cc1)C(=O)CSc1nnc([nH]1)c1ccccc1Br,[M+H]+,183.78
COc1ccc(cc1)C(=O)C(Sc1nnc([nH]1)c1ccccc1Br)C,[M+H]+,190.68
CC(C(=O)N1CCN(CC1)C(=O)c1ccco1)Sc1nnc([nH]1)c1ccccc1Br,[M+H]+,197.98
C=CCn1c(C)cc(c1C)C(=O)CSc1nnc(o1)COc1ccccc1Cl,[M+H]+,204.16
O=C(NC1CCCC(C1C)C)CSc1nnc(o1)COc1ccccc1Cl,[M+H]+,203.12
O=C(N1CCOCC1)CSc1nnc(n1C1CC1)COc1ccccc1Cl,[M+H]+,194.84
O=C(N1CCCC1)CSc1nnc(n1C1CC1)COc1ccccc1Cl,[M+H]+,193.55
O=C(CSc1nnc(n1c1ccccc1)COc1ccccc1Cl)NCC1CCCO1,[M+H]+,212.08
CCn1c(Cn2nnc(n2)c2ccccc2Cl)nc2c1ccc(c2)S(=O)(=O)N1CCCCC1,[M+H]+,218.56
Fc1ccc(cc1)CN(C(=O)CSc1nnc(o1)c1ccccc1Cl)C1CCCCC1,[M+H]+,212.42
COCCCn1c(nnc1c1ccccc1Cl)SC(c1ccccc1)C(=O)NC1CC1,[M+H]+,205.62
Cc1cccc(c1)n1c(SCC(=O)N2CCOCC2)nnc1c1ccccc1Cl,[M+H]+,202.4
COc1ccc(cc1)n1c(SCC(=O)N2CCOCC2)nnc1c1ccccc1Cl,[M+H]+,209.11
O=C(C(c1ccccc1)Sc1nnc(n1C1CCCC1)c1ccccc1Cl)N1CCOCC1,[M+H]+,213.61
O=C(N1CCOCC1)CSc1nnc(n1C1CCCC1)c1ccccc1Cl,[M+H]+,195.51
O=C(c1ccc2c(c1)OCCO2)CSc1nnc(n1C)c1ccccc1Cl,[M+H]+,196.77
CCOc1ccccc1c1nnc(o1)SCC(=O)N1CCN(CC1)c1ccccn1,[M+H]+,195.4
O=C(N1CCC(=N1)c1ccccc1)CSc1nnc(n1c1ccccc1)COc1ccccc1F,[M+H]+,221.45
CC1CCN(CC1)C(=O)C(Sc1nnc(n1c1ccccc1)COc1ccccc1F)C,[M+H]+,211.54
O=C(C(Sc1nnc(n1c1ccccc1)COc1ccccc1F)C)Nc1onc(c1)C,[M+H]+,209.73
CN(C(=O)CSc1nnc(n1c1ccccc1)COc1ccccc1F)Cc1ccsc1,[M+H]+,211.04
